Year,J,F,M,A,M,J,J,A,S,O,N,D
1236,-2.53,-2.53,-2.53,-2.53,-2.53,-2.53,-2.53,-2.53,-2.53,-2.53,-2.53,-2.53
1237,-1.64,-1.64,-1.64,-1.64,-1.64,-1.64,-1.64,-1.64,-1.64,-1.64,-1.64,-1.64
1238,1.138,1.138,1.138,1.138,1.138,1.138,1.138,1.138,1.138,1.138,1.138,1.138
1239,3.056,3.056,3.056,3.056,3.056,3.056,3.056,3.056,3.056,3.056,3.056,3.056
1240,-0.602,-0.602,-0.602,-0.602,-0.602,-0.602,-0.602,-0.602,-0.602,-0.602,-0.602,-0.602
1241,0.8640001,0.8640001,0.8640001,0.8640001,0.8640001,0.8640001,0.8640001,0.8640001,0.8640001,0.8640001,0.8640001,0.8640001
1242,0.1900001,0.1900001,0.1900001,0.1900001,0.1900001,0.1900001,0.1900001,0.1900001,0.1900001,0.1900001,0.1900001,0.1900001
1243,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587
1244,1.219,1.219,1.219,1.219,1.219,1.219,1.219,1.219,1.219,1.219,1.219,1.219
1245,-2.468,-2.468,-2.468,-2.468,-2.468,-2.468,-2.468,-2.468,-2.468,-2.468,-2.468,-2.468
1246,-1.512,-1.512,-1.512,-1.512,-1.512,-1.512,-1.512,-1.512,-1.512,-1.512,-1.512,-1.512
1247,-2.892,-2.892,-2.892,-2.892,-2.892,-2.892,-2.892,-2.892,-2.892,-2.892,-2.892,-2.892
1248,-2.155,-2.155,-2.155,-2.155,-2.155,-2.155,-2.155,-2.155,-2.155,-2.155,-2.155,-2.155
1249,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582
1250,-1.287,-1.287,-1.287,-1.287,-1.287,-1.287,-1.287,-1.287,-1.287,-1.287,-1.287,-1.287
1251,-1.456,-1.456,-1.456,-1.456,-1.456,-1.456,-1.456,-1.456,-1.456,-1.456,-1.456,-1.456
1252,-1.46,-1.46,-1.46,-1.46,-1.46,-1.46,-1.46,-1.46,-1.46,-1.46,-1.46,-1.46
1253,-0.859,-0.859,-0.859,-0.859,-0.859,-0.859,-0.859,-0.859,-0.859,-0.859,-0.859,-0.859
1254,-0.835,-0.835,-0.835,-0.835,-0.835,-0.835,-0.835,-0.835,-0.835,-0.835,-0.835,-0.835
1255,-1.901,-1.901,-1.901,-1.901,-1.901,-1.901,-1.901,-1.901,-1.901,-1.901,-1.901,-1.901
1256,-1.587,-1.587,-1.587,-1.587,-1.587,-1.587,-1.587,-1.587,-1.587,-1.587,-1.587,-1.587
1257,-2.819,-2.819,-2.819,-2.819,-2.819,-2.819,-2.819,-2.819,-2.819,-2.819,-2.819,-2.819
1258,-1.692,-1.692,-1.692,-1.692,-1.692,-1.692,-1.692,-1.692,-1.692,-1.692,-1.692,-1.692
1259,-2.527,-2.527,-2.527,-2.527,-2.527,-2.527,-2.527,-2.527,-2.527,-2.527,-2.527,-2.527
1260,-0.86,-0.86,-0.86,-0.86,-0.86,-0.86,-0.86,-0.86,-0.86,-0.86,-0.86,-0.86
1261,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159
1262,-1.513,-1.513,-1.513,-1.513,-1.513,-1.513,-1.513,-1.513,-1.513,-1.513,-1.513,-1.513
1263,-2.832,-2.832,-2.832,-2.832,-2.832,-2.832,-2.832,-2.832,-2.832,-2.832,-2.832,-2.832
1264,2.077,2.077,2.077,2.077,2.077,2.077,2.077,2.077,2.077,2.077,2.077,2.077
1265,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642
1266,0.5120001,0.5120001,0.5120001,0.5120001,0.5120001,0.5120001,0.5120001,0.5120001,0.5120001,0.5120001,0.5120001,0.5120001
1267,-0.8949999,-0.8949999,-0.8949999,-0.8949999,-0.8949999,-0.8949999,-0.8949999,-0.8949999,-0.8949999,-0.8949999,-0.8949999,-0.8949999
1268,-1.583,-1.583,-1.583,-1.583,-1.583,-1.583,-1.583,-1.583,-1.583,-1.583,-1.583,-1.583
1269,-1.538,-1.538,-1.538,-1.538,-1.538,-1.538,-1.538,-1.538,-1.538,-1.538,-1.538,-1.538
1270,-1.872,-1.872,-1.872,-1.872,-1.872,-1.872,-1.872,-1.872,-1.872,-1.872,-1.872,-1.872
1271,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476
1272,2.329,2.329,2.329,2.329,2.329,2.329,2.329,2.329,2.329,2.329,2.329,2.329
1273,2.261,2.261,2.261,2.261,2.261,2.261,2.261,2.261,2.261,2.261,2.261,2.261
1274,-0.4899999E-01,-0.4899999E-01,-0.4899999E-01,-0.4899999E-01,-0.4899999E-01,-0.4899999E-01,-0.4899999E-01,-0.4899999E-01,-0.4899999E-01,-0.4899999E-01,-0.4899999E-01,-0.4899999E-01
1275,-2.144,-2.144,-2.144,-2.144,-2.144,-2.144,-2.144,-2.144,-2.144,-2.144,-2.144,-2.144
1276,0.4079999,0.4079999,0.4079999,0.4079999,0.4079999,0.4079999,0.4079999,0.4079999,0.4079999,0.4079999,0.4079999,0.4079999
1277, 0.6900001E-01, 0.6900001E-01, 0.6900001E-01, 0.6900001E-01, 0.6900001E-01, 0.6900001E-01, 0.6900001E-01, 0.6900001E-01, 0.6900001E-01, 0.6900001E-01, 0.6900001E-01, 0.6900001E-01
1278,-0.757,-0.757,-0.757,-0.757,-0.757,-0.757,-0.757,-0.757,-0.757,-0.757,-0.757,-0.757
1279,-0.845,-0.845,-0.845,-0.845,-0.845,-0.845,-0.845,-0.845,-0.845,-0.845,-0.845,-0.845
1280,-0.144,-0.144,-0.144,-0.144,-0.144,-0.144,-0.144,-0.144,-0.144,-0.144,-0.144,-0.144
1281,-0.229,-0.229,-0.229,-0.229,-0.229,-0.229,-0.229,-0.229,-0.229,-0.229,-0.229,-0.229
1282,0.339,0.339,0.339,0.339,0.339,0.339,0.339,0.339,0.339,0.339,0.339,0.339
1283,-2.665,-2.665,-2.665,-2.665,-2.665,-2.665,-2.665,-2.665,-2.665,-2.665,-2.665,-2.665
1284,-2.284,-2.284,-2.284,-2.284,-2.284,-2.284,-2.284,-2.284,-2.284,-2.284,-2.284,-2.284
1285,0.5500001,0.5500001,0.5500001,0.5500001,0.5500001,0.5500001,0.5500001,0.5500001,0.5500001,0.5500001,0.5500001,0.5500001
1286,-0.405,-0.405,-0.405,-0.405,-0.405,-0.405,-0.405,-0.405,-0.405,-0.405,-0.405,-0.405
1287,-4.114,-4.114,-4.114,-4.114,-4.114,-4.114,-4.114,-4.114,-4.114,-4.114,-4.114,-4.114
1288,-2.584,-2.584,-2.584,-2.584,-2.584,-2.584,-2.584,-2.584,-2.584,-2.584,-2.584,-2.584
1289,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13
1290,1.144,1.144,1.144,1.144,1.144,1.144,1.144,1.144,1.144,1.144,1.144,1.144
1291,2.511,2.511,2.511,2.511,2.511,2.511,2.511,2.511,2.511,2.511,2.511,2.511
1292, 0.9500003E-01, 0.9500003E-01, 0.9500003E-01, 0.9500003E-01, 0.9500003E-01, 0.9500003E-01, 0.9500003E-01, 0.9500003E-01, 0.9500003E-01, 0.9500003E-01, 0.9500003E-01, 0.9500003E-01
1293,-0.5999982E-02,-0.5999982E-02,-0.5999982E-02,-0.5999982E-02,-0.5999982E-02,-0.5999982E-02,-0.5999982E-02,-0.5999982E-02,-0.5999982E-02,-0.5999982E-02,-0.5999982E-02,-0.5999982E-02
1294,-0.324,-0.324,-0.324,-0.324,-0.324,-0.324,-0.324,-0.324,-0.324,-0.324,-0.324,-0.324
1295,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52
1296,-3.633,-3.633,-3.633,-3.633,-3.633,-3.633,-3.633,-3.633,-3.633,-3.633,-3.633,-3.633
1297,0.331,0.331,0.331,0.331,0.331,0.331,0.331,0.331,0.331,0.331,0.331,0.331
1298,1.984,1.984,1.984,1.984,1.984,1.984,1.984,1.984,1.984,1.984,1.984,1.984
1299,1.133,1.133,1.133,1.133,1.133,1.133,1.133,1.133,1.133,1.133,1.133,1.133
1300,1.851,1.851,1.851,1.851,1.851,1.851,1.851,1.851,1.851,1.851,1.851,1.851
1301,0.384,0.384,0.384,0.384,0.384,0.384,0.384,0.384,0.384,0.384,0.384,0.384
1302,-1.176,-1.176,-1.176,-1.176,-1.176,-1.176,-1.176,-1.176,-1.176,-1.176,-1.176,-1.176
1303,-1.773,-1.773,-1.773,-1.773,-1.773,-1.773,-1.773,-1.773,-1.773,-1.773,-1.773,-1.773
1304,-1.78,-1.78,-1.78,-1.78,-1.78,-1.78,-1.78,-1.78,-1.78,-1.78,-1.78,-1.78
1305,1.127,1.127,1.127,1.127,1.127,1.127,1.127,1.127,1.127,1.127,1.127,1.127
1306,1.061,1.061,1.061,1.061,1.061,1.061,1.061,1.061,1.061,1.061,1.061,1.061
1307,-0.461,-0.461,-0.461,-0.461,-0.461,-0.461,-0.461,-0.461,-0.461,-0.461,-0.461,-0.461
1308,-0.421,-0.421,-0.421,-0.421,-0.421,-0.421,-0.421,-0.421,-0.421,-0.421,-0.421,-0.421
1309,-0.4500002E-01,-0.4500002E-01,-0.4500002E-01,-0.4500002E-01,-0.4500002E-01,-0.4500002E-01,-0.4500002E-01,-0.4500002E-01,-0.4500002E-01,-0.4500002E-01,-0.4500002E-01,-0.4500002E-01
1310,-2.064,-2.064,-2.064,-2.064,-2.064,-2.064,-2.064,-2.064,-2.064,-2.064,-2.064,-2.064
1311,-2.466,-2.466,-2.466,-2.466,-2.466,-2.466,-2.466,-2.466,-2.466,-2.466,-2.466,-2.466
1312,-3.453,-3.453,-3.453,-3.453,-3.453,-3.453,-3.453,-3.453,-3.453,-3.453,-3.453,-3.453
1313,0.9579999,0.9579999,0.9579999,0.9579999,0.9579999,0.9579999,0.9579999,0.9579999,0.9579999,0.9579999,0.9579999,0.9579999
1314,-0.517,-0.517,-0.517,-0.517,-0.517,-0.517,-0.517,-0.517,-0.517,-0.517,-0.517,-0.517
1315,-2.257,-2.257,-2.257,-2.257,-2.257,-2.257,-2.257,-2.257,-2.257,-2.257,-2.257,-2.257
1316,1.165,1.165,1.165,1.165,1.165,1.165,1.165,1.165,1.165,1.165,1.165,1.165
1317,0.9200001,0.9200001,0.9200001,0.9200001,0.9200001,0.9200001,0.9200001,0.9200001,0.9200001,0.9200001,0.9200001,0.9200001
1318,-1.962,-1.962,-1.962,-1.962,-1.962,-1.962,-1.962,-1.962,-1.962,-1.962,-1.962,-1.962
1319,-0.421,-0.421,-0.421,-0.421,-0.421,-0.421,-0.421,-0.421,-0.421,-0.421,-0.421,-0.421
1320,-0.834,-0.834,-0.834,-0.834,-0.834,-0.834,-0.834,-0.834,-0.834,-0.834,-0.834,-0.834
1321,-0.312,-0.312,-0.312,-0.312,-0.312,-0.312,-0.312,-0.312,-0.312,-0.312,-0.312,-0.312
1322,-1.429,-1.429,-1.429,-1.429,-1.429,-1.429,-1.429,-1.429,-1.429,-1.429,-1.429,-1.429
1323,-1.76,-1.76,-1.76,-1.76,-1.76,-1.76,-1.76,-1.76,-1.76,-1.76,-1.76,-1.76
1324,-2.92,-2.92,-2.92,-2.92,-2.92,-2.92,-2.92,-2.92,-2.92,-2.92,-2.92,-2.92
1325,-0.859,-0.859,-0.859,-0.859,-0.859,-0.859,-0.859,-0.859,-0.859,-0.859,-0.859,-0.859
1326,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712
1327,1.136,1.136,1.136,1.136,1.136,1.136,1.136,1.136,1.136,1.136,1.136,1.136
1328,1.585,1.585,1.585,1.585,1.585,1.585,1.585,1.585,1.585,1.585,1.585,1.585
1329,-2.114,-2.114,-2.114,-2.114,-2.114,-2.114,-2.114,-2.114,-2.114,-2.114,-2.114,-2.114
1330,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271
1331,0.8759999,0.8759999,0.8759999,0.8759999,0.8759999,0.8759999,0.8759999,0.8759999,0.8759999,0.8759999,0.8759999,0.8759999
1332,-0.684,-0.684,-0.684,-0.684,-0.684,-0.684,-0.684,-0.684,-0.684,-0.684,-0.684,-0.684
1333,-2.037,-2.037,-2.037,-2.037,-2.037,-2.037,-2.037,-2.037,-2.037,-2.037,-2.037,-2.037
1334,0.854,0.854,0.854,0.854,0.854,0.854,0.854,0.854,0.854,0.854,0.854,0.854
1335,-4.879,-4.879,-4.879,-4.879,-4.879,-4.879,-4.879,-4.879,-4.879,-4.879,-4.879,-4.879
1336,-2.622,-2.622,-2.622,-2.622,-2.622,-2.622,-2.622,-2.622,-2.622,-2.622,-2.622,-2.622
1337,-0.461,-0.461,-0.461,-0.461,-0.461,-0.461,-0.461,-0.461,-0.461,-0.461,-0.461,-0.461
1338,-0.755,-0.755,-0.755,-0.755,-0.755,-0.755,-0.755,-0.755,-0.755,-0.755,-0.755,-0.755
1339,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954
1340,1.599,1.599,1.599,1.599,1.599,1.599,1.599,1.599,1.599,1.599,1.599,1.599
1341,1.847,1.847,1.847,1.847,1.847,1.847,1.847,1.847,1.847,1.847,1.847,1.847
1342,-0.218,-0.218,-0.218,-0.218,-0.218,-0.218,-0.218,-0.218,-0.218,-0.218,-0.218,-0.218
1343,1.997,1.997,1.997,1.997,1.997,1.997,1.997,1.997,1.997,1.997,1.997,1.997
1344,1.827,1.827,1.827,1.827,1.827,1.827,1.827,1.827,1.827,1.827,1.827,1.827
1345,3.329,3.329,3.329,3.329,3.329,3.329,3.329,3.329,3.329,3.329,3.329,3.329
1346,1.771,1.771,1.771,1.771,1.771,1.771,1.771,1.771,1.771,1.771,1.771,1.771
1347,-1.642,-1.642,-1.642,-1.642,-1.642,-1.642,-1.642,-1.642,-1.642,-1.642,-1.642,-1.642
1348,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08
1349,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306,0.306
1350,0.222,0.222,0.222,0.222,0.222,0.222,0.222,0.222,0.222,0.222,0.222,0.222
1351,-2.367,-2.367,-2.367,-2.367,-2.367,-2.367,-2.367,-2.367,-2.367,-2.367,-2.367,-2.367
1352,-0.402,-0.402,-0.402,-0.402,-0.402,-0.402,-0.402,-0.402,-0.402,-0.402,-0.402,-0.402
1353,0.729,0.729,0.729,0.729,0.729,0.729,0.729,0.729,0.729,0.729,0.729,0.729
1354,-1.329,-1.329,-1.329,-1.329,-1.329,-1.329,-1.329,-1.329,-1.329,-1.329,-1.329,-1.329
1355,1.646,1.646,1.646,1.646,1.646,1.646,1.646,1.646,1.646,1.646,1.646,1.646
1356,-2.379,-2.379,-2.379,-2.379,-2.379,-2.379,-2.379,-2.379,-2.379,-2.379,-2.379,-2.379
1357,-0.284,-0.284,-0.284,-0.284,-0.284,-0.284,-0.284,-0.284,-0.284,-0.284,-0.284,-0.284
1358,0.6800001,0.6800001,0.6800001,0.6800001,0.6800001,0.6800001,0.6800001,0.6800001,0.6800001,0.6800001,0.6800001,0.6800001
1359,-2.164,-2.164,-2.164,-2.164,-2.164,-2.164,-2.164,-2.164,-2.164,-2.164,-2.164,-2.164
1360,-2.213,-2.213,-2.213,-2.213,-2.213,-2.213,-2.213,-2.213,-2.213,-2.213,-2.213,-2.213
1361,-0.9399998E-01,-0.9399998E-01,-0.9399998E-01,-0.9399998E-01,-0.9399998E-01,-0.9399998E-01,-0.9399998E-01,-0.9399998E-01,-0.9399998E-01,-0.9399998E-01,-0.9399998E-01,-0.9399998E-01
1362,1.594,1.594,1.594,1.594,1.594,1.594,1.594,1.594,1.594,1.594,1.594,1.594
1363,2.536,2.536,2.536,2.536,2.536,2.536,2.536,2.536,2.536,2.536,2.536,2.536
1364,-2.536,-2.536,-2.536,-2.536,-2.536,-2.536,-2.536,-2.536,-2.536,-2.536,-2.536,-2.536
1365,-0.393,-0.393,-0.393,-0.393,-0.393,-0.393,-0.393,-0.393,-0.393,-0.393,-0.393,-0.393
1366, 0.8300000E-01, 0.8300000E-01, 0.8300000E-01, 0.8300000E-01, 0.8300000E-01, 0.8300000E-01, 0.8300000E-01, 0.8300000E-01, 0.8300000E-01, 0.8300000E-01, 0.8300000E-01, 0.8300000E-01
1367,-1.738,-1.738,-1.738,-1.738,-1.738,-1.738,-1.738,-1.738,-1.738,-1.738,-1.738,-1.738
1368,0.5250001,0.5250001,0.5250001,0.5250001,0.5250001,0.5250001,0.5250001,0.5250001,0.5250001,0.5250001,0.5250001,0.5250001
1369,-1.24,-1.24,-1.24,-1.24,-1.24,-1.24,-1.24,-1.24,-1.24,-1.24,-1.24,-1.24
1370,0.4090001,0.4090001,0.4090001,0.4090001,0.4090001,0.4090001,0.4090001,0.4090001,0.4090001,0.4090001,0.4090001,0.4090001
1371,-0.95,-0.95,-0.95,-0.95,-0.95,-0.95,-0.95,-0.95,-0.95,-0.95,-0.95,-0.95
1372,-4.437,-4.437,-4.437,-4.437,-4.437,-4.437,-4.437,-4.437,-4.437,-4.437,-4.437,-4.437
1373,-2.65,-2.65,-2.65,-2.65,-2.65,-2.65,-2.65,-2.65,-2.65,-2.65,-2.65,-2.65
1374,-0.162,-0.162,-0.162,-0.162,-0.162,-0.162,-0.162,-0.162,-0.162,-0.162,-0.162,-0.162
1375,-1.012,-1.012,-1.012,-1.012,-1.012,-1.012,-1.012,-1.012,-1.012,-1.012,-1.012,-1.012
1376,-1.807,-1.807,-1.807,-1.807,-1.807,-1.807,-1.807,-1.807,-1.807,-1.807,-1.807,-1.807
1377,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4
1378,-1.972,-1.972,-1.972,-1.972,-1.972,-1.972,-1.972,-1.972,-1.972,-1.972,-1.972,-1.972
1379,-0.944,-0.944,-0.944,-0.944,-0.944,-0.944,-0.944,-0.944,-0.944,-0.944,-0.944,-0.944
1380,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75
1381,-0.3900000E-01,-0.3900000E-01,-0.3900000E-01,-0.3900000E-01,-0.3900000E-01,-0.3900000E-01,-0.3900000E-01,-0.3900000E-01,-0.3900000E-01,-0.3900000E-01,-0.3900000E-01,-0.3900000E-01
1382,-0.872,-0.872,-0.872,-0.872,-0.872,-0.872,-0.872,-0.872,-0.872,-0.872,-0.872,-0.872
1383,0.3190001,0.3190001,0.3190001,0.3190001,0.3190001,0.3190001,0.3190001,0.3190001,0.3190001,0.3190001,0.3190001,0.3190001
1384,-1.166,-1.166,-1.166,-1.166,-1.166,-1.166,-1.166,-1.166,-1.166,-1.166,-1.166,-1.166
1385,-1.149,-1.149,-1.149,-1.149,-1.149,-1.149,-1.149,-1.149,-1.149,-1.149,-1.149,-1.149
1386, 0.3299999E-01, 0.3299999E-01, 0.3299999E-01, 0.3299999E-01, 0.3299999E-01, 0.3299999E-01, 0.3299999E-01, 0.3299999E-01, 0.3299999E-01, 0.3299999E-01, 0.3299999E-01, 0.3299999E-01
1387,0.719,0.719,0.719,0.719,0.719,0.719,0.719,0.719,0.719,0.719,0.719,0.719
1388,-0.558,-0.558,-0.558,-0.558,-0.558,-0.558,-0.558,-0.558,-0.558,-0.558,-0.558,-0.558
1389,-3.684,-3.684,-3.684,-3.684,-3.684,-3.684,-3.684,-3.684,-3.684,-3.684,-3.684,-3.684
1390,-0.455,-0.455,-0.455,-0.455,-0.455,-0.455,-0.455,-0.455,-0.455,-0.455,-0.455,-0.455
1391,-0.378,-0.378,-0.378,-0.378,-0.378,-0.378,-0.378,-0.378,-0.378,-0.378,-0.378,-0.378
1392,-2.553,-2.553,-2.553,-2.553,-2.553,-2.553,-2.553,-2.553,-2.553,-2.553,-2.553,-2.553
1393,0.8989999,0.8989999,0.8989999,0.8989999,0.8989999,0.8989999,0.8989999,0.8989999,0.8989999,0.8989999,0.8989999,0.8989999
1394,-0.872,-0.872,-0.872,-0.872,-0.872,-0.872,-0.872,-0.872,-0.872,-0.872,-0.872,-0.872
1395,-2.447,-2.447,-2.447,-2.447,-2.447,-2.447,-2.447,-2.447,-2.447,-2.447,-2.447,-2.447
1396,1.525,1.525,1.525,1.525,1.525,1.525,1.525,1.525,1.525,1.525,1.525,1.525
1397,-0.582,-0.582,-0.582,-0.582,-0.582,-0.582,-0.582,-0.582,-0.582,-0.582,-0.582,-0.582
1398,-1.647,-1.647,-1.647,-1.647,-1.647,-1.647,-1.647,-1.647,-1.647,-1.647,-1.647,-1.647
1399,-0.396,-0.396,-0.396,-0.396,-0.396,-0.396,-0.396,-0.396,-0.396,-0.396,-0.396,-0.396
1400,0.707,0.707,0.707,0.707,0.707,0.707,0.707,0.707,0.707,0.707,0.707,0.707
1401,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36
1402, 0.3100002E-01, 0.3100002E-01, 0.3100002E-01, 0.3100002E-01, 0.3100002E-01, 0.3100002E-01, 0.3100002E-01, 0.3100002E-01, 0.3100002E-01, 0.3100002E-01, 0.3100002E-01, 0.3100002E-01
1403,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316
1404,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328
1405,1.218,1.218,1.218,1.218,1.218,1.218,1.218,1.218,1.218,1.218,1.218,1.218
1406,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49
1407,0.1720001,0.1720001,0.1720001,0.1720001,0.1720001,0.1720001,0.1720001,0.1720001,0.1720001,0.1720001,0.1720001,0.1720001
1408,-1.81,-1.81,-1.81,-1.81,-1.81,-1.81,-1.81,-1.81,-1.81,-1.81,-1.81,-1.81
1409,-1.507,-1.507,-1.507,-1.507,-1.507,-1.507,-1.507,-1.507,-1.507,-1.507,-1.507,-1.507
1410,-1.444,-1.444,-1.444,-1.444,-1.444,-1.444,-1.444,-1.444,-1.444,-1.444,-1.444,-1.444
1411,-2.449,-2.449,-2.449,-2.449,-2.449,-2.449,-2.449,-2.449,-2.449,-2.449,-2.449,-2.449
1412,-0.794,-0.794,-0.794,-0.794,-0.794,-0.794,-0.794,-0.794,-0.794,-0.794,-0.794,-0.794
1413,-0.8599997E-01,-0.8599997E-01,-0.8599997E-01,-0.8599997E-01,-0.8599997E-01,-0.8599997E-01,-0.8599997E-01,-0.8599997E-01,-0.8599997E-01,-0.8599997E-01,-0.8599997E-01,-0.8599997E-01
1414,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15
1415,1.466,1.466,1.466,1.466,1.466,1.466,1.466,1.466,1.466,1.466,1.466,1.466
1416,-1.592,-1.592,-1.592,-1.592,-1.592,-1.592,-1.592,-1.592,-1.592,-1.592,-1.592,-1.592
1417,1.822,1.822,1.822,1.822,1.822,1.822,1.822,1.822,1.822,1.822,1.822,1.822
1418,1.223,1.223,1.223,1.223,1.223,1.223,1.223,1.223,1.223,1.223,1.223,1.223
1419,-0.7029999,-0.7029999,-0.7029999,-0.7029999,-0.7029999,-0.7029999,-0.7029999,-0.7029999,-0.7029999,-0.7029999,-0.7029999,-0.7029999
1420,-1.55,-1.55,-1.55,-1.55,-1.55,-1.55,-1.55,-1.55,-1.55,-1.55,-1.55,-1.55
1421,-2.453,-2.453,-2.453,-2.453,-2.453,-2.453,-2.453,-2.453,-2.453,-2.453,-2.453,-2.453
1422,-0.4999998E-01,-0.4999998E-01,-0.4999998E-01,-0.4999998E-01,-0.4999998E-01,-0.4999998E-01,-0.4999998E-01,-0.4999998E-01,-0.4999998E-01,-0.4999998E-01,-0.4999998E-01,-0.4999998E-01
1423,0.383,0.383,0.383,0.383,0.383,0.383,0.383,0.383,0.383,0.383,0.383,0.383
1424,2.395,2.395,2.395,2.395,2.395,2.395,2.395,2.395,2.395,2.395,2.395,2.395
1425,-1.949,-1.949,-1.949,-1.949,-1.949,-1.949,-1.949,-1.949,-1.949,-1.949,-1.949,-1.949
1426,-3.134,-3.134,-3.134,-3.134,-3.134,-3.134,-3.134,-3.134,-3.134,-3.134,-3.134,-3.134
1427,-2.355,-2.355,-2.355,-2.355,-2.355,-2.355,-2.355,-2.355,-2.355,-2.355,-2.355,-2.355
1428,0.4810001,0.4810001,0.4810001,0.4810001,0.4810001,0.4810001,0.4810001,0.4810001,0.4810001,0.4810001,0.4810001,0.4810001
1429,2.122,2.122,2.122,2.122,2.122,2.122,2.122,2.122,2.122,2.122,2.122,2.122
1430,-0.749,-0.749,-0.749,-0.749,-0.749,-0.749,-0.749,-0.749,-0.749,-0.749,-0.749,-0.749
1431,-3.091,-3.091,-3.091,-3.091,-3.091,-3.091,-3.091,-3.091,-3.091,-3.091,-3.091,-3.091
1432,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178
1433,-0.5799997E-01,-0.5799997E-01,-0.5799997E-01,-0.5799997E-01,-0.5799997E-01,-0.5799997E-01,-0.5799997E-01,-0.5799997E-01,-0.5799997E-01,-0.5799997E-01,-0.5799997E-01,-0.5799997E-01
1434,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
1435,1.286,1.286,1.286,1.286,1.286,1.286,1.286,1.286,1.286,1.286,1.286,1.286
1436,0.7310001,0.7310001,0.7310001,0.7310001,0.7310001,0.7310001,0.7310001,0.7310001,0.7310001,0.7310001,0.7310001,0.7310001
1437,1.552,1.552,1.552,1.552,1.552,1.552,1.552,1.552,1.552,1.552,1.552,1.552
1438,-0.105,-0.105,-0.105,-0.105,-0.105,-0.105,-0.105,-0.105,-0.105,-0.105,-0.105,-0.105
1439,-0.612,-0.612,-0.612,-0.612,-0.612,-0.612,-0.612,-0.612,-0.612,-0.612,-0.612,-0.612
1440,-0.709,-0.709,-0.709,-0.709,-0.709,-0.709,-0.709,-0.709,-0.709,-0.709,-0.709,-0.709
1441,-1.048,-1.048,-1.048,-1.048,-1.048,-1.048,-1.048,-1.048,-1.048,-1.048,-1.048,-1.048
1442,-0.8989999,-0.8989999,-0.8989999,-0.8989999,-0.8989999,-0.8989999,-0.8989999,-0.8989999,-0.8989999,-0.8989999,-0.8989999,-0.8989999
1443,1.849,1.849,1.849,1.849,1.849,1.849,1.849,1.849,1.849,1.849,1.849,1.849
1444, 0.2000034E-02, 0.2000034E-02, 0.2000034E-02, 0.2000034E-02, 0.2000034E-02, 0.2000034E-02, 0.2000034E-02, 0.2000034E-02, 0.2000034E-02, 0.2000034E-02, 0.2000034E-02, 0.2000034E-02
1445,-0.159,-0.159,-0.159,-0.159,-0.159,-0.159,-0.159,-0.159,-0.159,-0.159,-0.159,-0.159
1446,-0.551,-0.551,-0.551,-0.551,-0.551,-0.551,-0.551,-0.551,-0.551,-0.551,-0.551,-0.551
1447,-0.388,-0.388,-0.388,-0.388,-0.388,-0.388,-0.388,-0.388,-0.388,-0.388,-0.388,-0.388
1448,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534
1449,1.536,1.536,1.536,1.536,1.536,1.536,1.536,1.536,1.536,1.536,1.536,1.536
1450,-0.236,-0.236,-0.236,-0.236,-0.236,-0.236,-0.236,-0.236,-0.236,-0.236,-0.236,-0.236
1451,-3.141,-3.141,-3.141,-3.141,-3.141,-3.141,-3.141,-3.141,-3.141,-3.141,-3.141,-3.141
